"body_mass_value","migration_strategy","population"
666.34,"for_strat_canopy",0
666.34,"for_strat_aerial",0
676.67,"for_strat_watbelowsurf",0
676.67,"for_strat_wataroundsurf",0
676.67,"for_strat_ground",100
676.67,"for_strat_understory",0
676.67,"for_strat_midhigh",0
676.67,"for_strat_canopy",0
676.67,"for_strat_aerial",0
768.57,"for_strat_watbelowsurf",0
768.57,"for_strat_wataroundsurf",0
768.57,"for_strat_ground",100
768.57,"for_strat_understory",0
768.57,"for_strat_midhigh",0
768.57,"for_strat_canopy",0
768.57,"for_strat_aerial",0
308,"for_strat_watbelowsurf",0
308,"for_strat_wataroundsurf",0
308,"for_strat_ground",100
308,"for_strat_understory",0
308,"for_strat_midhigh",0
308,"for_strat_canopy",0
308,"for_strat_aerial",0
365,"for_strat_watbelowsurf",0
365,"for_strat_wataroundsurf",0
365,"for_strat_ground",100
365,"for_strat_understory",0
365,"for_strat_midhigh",0
365,"for_strat_canopy",0
365,"for_strat_aerial",0
504.97,"for_strat_watbelowsurf",0
504.97,"for_strat_wataroundsurf",0
504.97,"for_strat_ground",90
504.97,"for_strat_understory",10
504.97,"for_strat_midhigh",0
504.97,"for_strat_canopy",0
504.97,"for_strat_aerial",0
1913.89,"for_strat_watbelowsurf",0
1913.89,"for_strat_wataroundsurf",0
1913.89,"for_strat_ground",70
1913.89,"for_strat_understory",30
1913.89,"for_strat_midhigh",0
1913.89,"for_strat_canopy",0
1913.89,"for_strat_aerial",0
567.34,"for_strat_watbelowsurf",0
567.34,"for_strat_wataroundsurf",0
567.34,"for_strat_ground",100
567.34,"for_strat_understory",0
567.34,"for_strat_midhigh",0
567.34,"for_strat_canopy",0
567.34,"for_strat_aerial",0
201.86,"for_strat_watbelowsurf",0
201.86,"for_strat_wataroundsurf",0
201.86,"for_strat_ground",100
201.86,"for_strat_understory",0
201.86,"for_strat_midhigh",0
201.86,"for_strat_canopy",0
201.86,"for_strat_aerial",0
189.73,"for_strat_watbelowsurf",0
189.73,"for_strat_wataroundsurf",0
189.73,"for_strat_ground",100
189.73,"for_strat_understory",0
189.73,"for_strat_midhigh",0
189.73,"for_strat_canopy",0
189.73,"for_strat_aerial",0
1830.79,"for_strat_watbelowsurf",0
1830.79,"for_strat_wataroundsurf",0
1830.79,"for_strat_ground",50
1830.79,"for_strat_understory",50
1830.79,"for_strat_midhigh",0
1830.79,"for_strat_canopy",0
1830.79,"for_strat_aerial",0
2508.24,"for_strat_watbelowsurf",0
2508.24,"for_strat_wataroundsurf",0
2508.24,"for_strat_ground",50
2508.24,"for_strat_understory",50
2508.24,"for_strat_midhigh",0
2508.24,"for_strat_canopy",0
2508.24,"for_strat_aerial",0
1488.87,"for_strat_watbelowsurf",0
1488.87,"for_strat_wataroundsurf",0
1488.87,"for_strat_ground",100
1488.87,"for_strat_understory",0
1488.87,"for_strat_midhigh",0
1488.87,"for_strat_canopy",0
1488.87,"for_strat_aerial",0
2760.43,"for_strat_watbelowsurf",0
2760.43,"for_strat_wataroundsurf",0
2760.43,"for_strat_ground",100
2760.43,"for_strat_understory",0
2760.43,"for_strat_midhigh",0
2760.43,"for_strat_canopy",0
2760.43,"for_strat_aerial",0
2428,"for_strat_watbelowsurf",0
2428,"for_strat_wataroundsurf",0
2428,"for_strat_ground",100
2428,"for_strat_understory",0
2428,"for_strat_midhigh",0
2428,"for_strat_canopy",0
2428,"for_strat_aerial",0
855.35,"for_strat_watbelowsurf",0
855.35,"for_strat_wataroundsurf",0
855.35,"for_strat_ground",70
855.35,"for_strat_understory",30
855.35,"for_strat_midhigh",0
855.35,"for_strat_canopy",0
855.35,"for_strat_aerial",0
1052.99,"for_strat_watbelowsurf",0
1052.99,"for_strat_wataroundsurf",0
1052.99,"for_strat_ground",100
1052.99,"for_strat_understory",0
1052.99,"for_strat_midhigh",0
1052.99,"for_strat_canopy",0
1052.99,"for_strat_aerial",0
416.33,"for_strat_watbelowsurf",0
416.33,"for_strat_wataroundsurf",0
416.33,"for_strat_ground",80
416.33,"for_strat_understory",20
416.33,"for_strat_midhigh",0
416.33,"for_strat_canopy",0
416.33,"for_strat_aerial",0
614.75,"for_strat_watbelowsurf",0
614.75,"for_strat_wataroundsurf",0
614.75,"for_strat_ground",100
614.75,"for_strat_understory",0
614.75,"for_strat_midhigh",0
614.75,"for_strat_canopy",0
614.75,"for_strat_aerial",0
502.1,"for_strat_watbelowsurf",0
502.1,"for_strat_wataroundsurf",0
502.1,"for_strat_ground",100
502.1,"for_strat_understory",0
502.1,"for_strat_midhigh",0
502.1,"for_strat_canopy",0
502.1,"for_strat_aerial",0
441,"for_strat_watbelowsurf",0
441,"for_strat_wataroundsurf",0
441,"for_strat_ground",100
441,"for_strat_understory",0
441,"for_strat_midhigh",0
441,"for_strat_canopy",0
441,"for_strat_aerial",0
541.35,"for_strat_watbelowsurf",0
541.35,"for_strat_wataroundsurf",0
541.35,"for_strat_ground",100
541.35,"for_strat_understory",0
541.35,"for_strat_midhigh",0
541.35,"for_strat_canopy",0
541.35,"for_strat_aerial",0
594.11,"for_strat_watbelowsurf",0
594.11,"for_strat_wataroundsurf",0
594.11,"for_strat_ground",100
594.11,"for_strat_understory",0
594.11,"for_strat_midhigh",0
594.11,"for_strat_canopy",0
594.11,"for_strat_aerial",0
527.86,"for_strat_watbelowsurf",0
527.86,"for_strat_wataroundsurf",0
527.86,"for_strat_ground",100
527.86,"for_strat_understory",0
527.86,"for_strat_midhigh",0
527.86,"for_strat_canopy",0
527.86,"for_strat_aerial",0
452.07,"for_strat_watbelowsurf",0
452.07,"for_strat_wataroundsurf",0
452.07,"for_strat_ground",100
452.07,"for_strat_understory",0
452.07,"for_strat_midhigh",0
452.07,"for_strat_canopy",0
452.07,"for_strat_aerial",0
286.84,"for_strat_watbelowsurf",0
286.84,"for_strat_wataroundsurf",0
286.84,"for_strat_ground",100
286.84,"for_strat_understory",0
286.84,"for_strat_midhigh",0
286.84,"for_strat_canopy",0
286.84,"for_strat_aerial",0
310,"for_strat_watbelowsurf",0
310,"for_strat_wataroundsurf",0
310,"for_strat_ground",100
310,"for_strat_understory",0
310,"for_strat_midhigh",0
310,"for_strat_canopy",0
310,"for_strat_aerial",0
249.94,"for_strat_watbelowsurf",0
249.94,"for_strat_wataroundsurf",0
249.94,"for_strat_ground",100
249.94,"for_strat_understory",0
249.94,"for_strat_midhigh",0
249.94,"for_strat_canopy",0
249.94,"for_strat_aerial",0
509.99,"for_strat_watbelowsurf",0
509.99,"for_strat_wataroundsurf",0
509.99,"for_strat_ground",100
509.99,"for_strat_understory",0
509.99,"for_strat_midhigh",0
509.99,"for_strat_canopy",0
509.99,"for_strat_aerial",0
262,"for_strat_watbelowsurf",0
262,"for_strat_wataroundsurf",0
262,"for_strat_ground",100
262,"for_strat_understory",0
262,"for_strat_midhigh",0
262,"for_strat_canopy",0
262,"for_strat_aerial",0
276,"for_strat_watbelowsurf",0
276,"for_strat_wataroundsurf",0
276,"for_strat_ground",100
276,"for_strat_understory",0
276,"for_strat_midhigh",0
276,"for_strat_canopy",0
276,"for_strat_aerial",0
236.58,"for_strat_watbelowsurf",0
236.58,"for_strat_wataroundsurf",0
236.58,"for_strat_ground",100
236.58,"for_strat_understory",0
236.58,"for_strat_midhigh",0
236.58,"for_strat_canopy",0
236.58,"for_strat_aerial",0
269,"for_strat_watbelowsurf",0
269,"for_strat_wataroundsurf",0
269,"for_strat_ground",80
269,"for_strat_understory",20
269,"for_strat_midhigh",0
269,"for_strat_canopy",0
269,"for_strat_aerial",0
340.47,"for_strat_watbelowsurf",0
340.47,"for_strat_wataroundsurf",0
340.47,"for_strat_ground",100
340.47,"for_strat_understory",0
340.47,"for_strat_midhigh",0
340.47,"for_strat_canopy",0
340.47,"for_strat_aerial",0
385,"for_strat_watbelowsurf",0
385,"for_strat_wataroundsurf",0
385,"for_strat_ground",100
385,"for_strat_understory",0
385,"for_strat_midhigh",0
385,"for_strat_canopy",0
385,"for_strat_aerial",0
569.2,"for_strat_watbelowsurf",0
569.2,"for_strat_wataroundsurf",0
569.2,"for_strat_ground",100
569.2,"for_strat_understory",0
569.2,"for_strat_midhigh",0
569.2,"for_strat_canopy",0
569.2,"for_strat_aerial",0
389.68,"for_strat_watbelowsurf",0
389.68,"for_strat_wataroundsurf",0
389.68,"for_strat_ground",80
389.68,"for_strat_understory",20
389.68,"for_strat_midhigh",0
389.68,"for_strat_canopy",0
389.68,"for_strat_aerial",0
430.88,"for_strat_watbelowsurf",0
430.88,"for_strat_wataroundsurf",0
430.88,"for_strat_ground",100
430.88,"for_strat_understory",0
430.88,"for_strat_midhigh",0
430.88,"for_strat_canopy",0
430.88,"for_strat_aerial",0
478.33,"for_strat_watbelowsurf",0
478.33,"for_strat_wataroundsurf",0
478.33,"for_strat_ground",100
478.33,"for_strat_understory",0
478.33,"for_strat_midhigh",0
478.33,"for_strat_canopy",0
478.33,"for_strat_aerial",0
488,"for_strat_watbelowsurf",0
488,"for_strat_wataroundsurf",0
488,"for_strat_ground",100
488,"for_strat_understory",0
488,"for_strat_midhigh",0
488,"for_strat_canopy",0
488,"for_strat_aerial",0
376.69,"for_strat_watbelowsurf",0
376.69,"for_strat_wataroundsurf",0
376.69,"for_strat_ground",80
376.69,"for_strat_understory",20
376.69,"for_strat_midhigh",0
376.69,"for_strat_canopy",0
376.69,"for_strat_aerial",0
310,"for_strat_watbelowsurf",0
310,"for_strat_wataroundsurf",0
310,"for_strat_ground",100
310,"for_strat_understory",0
310,"for_strat_midhigh",0
310,"for_strat_canopy",0
310,"for_strat_aerial",0
241.45,"for_strat_watbelowsurf",0
241.45,"for_strat_wataroundsurf",0
241.45,"for_strat_ground",100
241.45,"for_strat_understory",0
241.45,"for_strat_midhigh",0
241.45,"for_strat_canopy",0
241.45,"for_strat_aerial",0
439.5,"for_strat_watbelowsurf",0
439.5,"for_strat_wataroundsurf",0
439.5,"for_strat_ground",80
439.5,"for_strat_understory",20
439.5,"for_strat_midhigh",0
439.5,"for_strat_canopy",0
439.5,"for_strat_aerial",0
469.61,"for_strat_watbelowsurf",0
469.61,"for_strat_wataroundsurf",0
469.61,"for_strat_ground",100
469.61,"for_strat_understory",0
469.61,"for_strat_midhigh",0
469.61,"for_strat_canopy",0
469.61,"for_strat_aerial",0
571,"for_strat_watbelowsurf",0
571,"for_strat_wataroundsurf",0
571,"for_strat_ground",100
571,"for_strat_understory",0
571,"for_strat_midhigh",0
571,"for_strat_canopy",0
571,"for_strat_aerial",0
493.02,"for_strat_watbelowsurf",0
493.02,"for_strat_wataroundsurf",0
493.02,"for_strat_ground",100
493.02,"for_strat_understory",0
493.02,"for_strat_midhigh",0
493.02,"for_strat_canopy",0
493.02,"for_strat_aerial",0
428.03,"for_strat_watbelowsurf",0
428.03,"for_strat_wataroundsurf",0
428.03,"for_strat_ground",100
428.03,"for_strat_understory",0
428.03,"for_strat_midhigh",0
428.03,"for_strat_canopy",0
428.03,"for_strat_aerial",0
629.84,"for_strat_watbelowsurf",0
629.84,"for_strat_wataroundsurf",0
629.84,"for_strat_ground",100
629.84,"for_strat_understory",0
629.84,"for_strat_midhigh",0
629.84,"for_strat_canopy",0
629.84,"for_strat_aerial",0
531.98,"for_strat_watbelowsurf",0
531.98,"for_strat_wataroundsurf",0
531.98,"for_strat_ground",100
531.98,"for_strat_understory",0
531.98,"for_strat_midhigh",0
531.98,"for_strat_canopy",0
531.98,"for_strat_aerial",0
508.09,"for_strat_watbelowsurf",0
508.09,"for_strat_wataroundsurf",0
508.09,"for_strat_ground",100
508.09,"for_strat_understory",0
508.09,"for_strat_midhigh",0
508.09,"for_strat_canopy",0
508.09,"for_strat_aerial",0
544.14,"for_strat_watbelowsurf",0
544.14,"for_strat_wataroundsurf",0
544.14,"for_strat_ground",100
544.14,"for_strat_understory",0
544.14,"for_strat_midhigh",0
544.14,"for_strat_canopy",0
544.14,"for_strat_aerial",0
449.45,"for_strat_watbelowsurf",0
449.45,"for_strat_wataroundsurf",0
449.45,"for_strat_ground",100
449.45,"for_strat_understory",0
449.45,"for_strat_midhigh",0
449.45,"for_strat_canopy",0
449.45,"for_strat_aerial",0
288.49,"for_strat_watbelowsurf",0
288.49,"for_strat_wataroundsurf",0
288.49,"for_strat_ground",100
288.49,"for_strat_understory",0
288.49,"for_strat_midhigh",0
288.49,"for_strat_canopy",0
288.49,"for_strat_aerial",0
640.61,"for_strat_watbelowsurf",0
640.61,"for_strat_wataroundsurf",0
640.61,"for_strat_ground",100
640.61,"for_strat_understory",0
640.61,"for_strat_midhigh",0
640.61,"for_strat_canopy",0
640.61,"for_strat_aerial",0
706.13,"for_strat_watbelowsurf",0
706.13,"for_strat_wataroundsurf",0
706.13,"for_strat_ground",100
706.13,"for_strat_understory",0
706.13,"for_strat_midhigh",0
706.13,"for_strat_canopy",0
706.13,"for_strat_aerial",0
454.81,"for_strat_watbelowsurf",0
454.81,"for_strat_wataroundsurf",0
454.81,"for_strat_ground",100
454.81,"for_strat_understory",0
454.81,"for_strat_midhigh",0
454.81,"for_strat_canopy",0
454.81,"for_strat_aerial",0
597.1,"for_strat_watbelowsurf",0
597.1,"for_strat_wataroundsurf",0
597.1,"for_strat_ground",100
597.1,"for_strat_understory",0
597.1,"for_strat_midhigh",0
597.1,"for_strat_canopy",0
597.1,"for_strat_aerial",0
1197.81,"for_strat_watbelowsurf",0
1197.81,"for_strat_wataroundsurf",0
1197.81,"for_strat_ground",60
1197.81,"for_strat_understory",40
1197.81,"for_strat_midhigh",0
1197.81,"for_strat_canopy",0
1197.81,"for_strat_aerial",0
699.6,"for_strat_watbelowsurf",0
699.6,"for_strat_wataroundsurf",0
699.6,"for_strat_ground",100
699.6,"for_strat_understory",0
699.6,"for_strat_midhigh",0
699.6,"for_strat_canopy",0
699.6,"for_strat_aerial",0
791.53,"for_strat_watbelowsurf",0
791.53,"for_strat_wataroundsurf",0
791.53,"for_strat_ground",70
791.53,"for_strat_understory",30
791.53,"for_strat_midhigh",0
791.53,"for_strat_canopy",0
791.53,"for_strat_aerial",0
878,"for_strat_watbelowsurf",0
878,"for_strat_wataroundsurf",0
878,"for_strat_ground",100
878,"for_strat_understory",0
878,"for_strat_midhigh",0
878,"for_strat_canopy",0
878,"for_strat_aerial",0
1097,"for_strat_watbelowsurf",0
1097,"for_strat_wataroundsurf",0
1097,"for_strat_ground",100
1097,"for_strat_understory",0
1097,"for_strat_midhigh",0
1097,"for_strat_canopy",0
1097,"for_strat_aerial",0
549.39,"for_strat_watbelowsurf",0
549.39,"for_strat_wataroundsurf",0
549.39,"for_strat_ground",100
549.39,"for_strat_understory",0
549.39,"for_strat_midhigh",0
549.39,"for_strat_canopy",0
549.39,"for_strat_aerial",0
460.29,"for_strat_watbelowsurf",0
460.29,"for_strat_wataroundsurf",0
460.29,"for_strat_ground",100
460.29,"for_strat_understory",0
460.29,"for_strat_midhigh",0
460.29,"for_strat_canopy",0
460.29,"for_strat_aerial",0
405.3,"for_strat_watbelowsurf",0
405.3,"for_strat_wataroundsurf",0
405.3,"for_strat_ground",100
405.3,"for_strat_understory",0
405.3,"for_strat_midhigh",0
405.3,"for_strat_canopy",0
405.3,"for_strat_aerial",0
263.41,"for_strat_watbelowsurf",0
263.41,"for_strat_wataroundsurf",0
263.41,"for_strat_ground",100
263.41,"for_strat_understory",0
263.41,"for_strat_midhigh",0
263.41,"for_strat_canopy",0
263.41,"for_strat_aerial",0
363.73,"for_strat_watbelowsurf",0
363.73,"for_strat_wataroundsurf",0
363.73,"for_strat_ground",100
363.73,"for_strat_understory",0
363.73,"for_strat_midhigh",0
363.73,"for_strat_canopy",0
363.73,"for_strat_aerial",0
746.72,"for_strat_watbelowsurf",0
746.72,"for_strat_wataroundsurf",0
746.72,"for_strat_ground",100
746.72,"for_strat_understory",0
746.72,"for_strat_midhigh",0
746.72,"for_strat_canopy",0
746.72,"for_strat_aerial",0
245,"for_strat_watbelowsurf",0
245,"for_strat_wataroundsurf",0
245,"for_strat_ground",100
245,"for_strat_understory",0
245,"for_strat_midhigh",0
245,"for_strat_canopy",0
245,"for_strat_aerial",0
280,"for_strat_watbelowsurf",0
280,"for_strat_wataroundsurf",0
280,"for_strat_ground",100
280,"for_strat_understory",0
280,"for_strat_midhigh",0
280,"for_strat_canopy",0
280,"for_strat_aerial",0
96.28,"for_strat_watbelowsurf",0
96.28,"for_strat_wataroundsurf",0
96.28,"for_strat_ground",100
96.28,"for_strat_understory",0
96.28,"for_strat_midhigh",0
96.28,"for_strat_canopy",0
96.28,"for_strat_aerial",0
94.78,"for_strat_watbelowsurf",0
94.78,"for_strat_wataroundsurf",0
94.78,"for_strat_ground",100
94.78,"for_strat_understory",0
94.78,"for_strat_midhigh",0
94.78,"for_strat_canopy",0
94.78,"for_strat_aerial",0
101.86,"for_strat_watbelowsurf",0
101.86,"for_strat_wataroundsurf",0
101.86,"for_strat_ground",80
101.86,"for_strat_understory",20
101.86,"for_strat_midhigh",0
101.86,"for_strat_canopy",0
101.86,"for_strat_aerial",0
73.75,"for_strat_watbelowsurf",0
73.75,"for_strat_wataroundsurf",0
73.75,"for_strat_ground",100
73.75,"for_strat_understory",0
73.75,"for_strat_midhigh",0
73.75,"for_strat_canopy",0
73.75,"for_strat_aerial",0
76,"for_strat_watbelowsurf",0
76,"for_strat_wataroundsurf",0
76,"for_strat_ground",100
76,"for_strat_understory",0
76,"for_strat_midhigh",0
76,"for_strat_canopy",0
76,"for_strat_aerial",0
107.69,"for_strat_watbelowsurf",0
107.69,"for_strat_wataroundsurf",0
107.69,"for_strat_ground",100
107.69,"for_strat_understory",0
107.69,"for_strat_midhigh",0
107.69,"for_strat_canopy",0
107.69,"for_strat_aerial",0
40.41,"for_strat_watbelowsurf",0
40.41,"for_strat_wataroundsurf",0
40.41,"for_strat_ground",100
40.41,"for_strat_understory",0
40.41,"for_strat_midhigh",0
40.41,"for_strat_canopy",0
40.41,"for_strat_aerial",0
401,"for_strat_watbelowsurf",0
401,"for_strat_wataroundsurf",0
401,"for_strat_ground",80
401,"for_strat_understory",20
401,"for_strat_midhigh",0
401,"for_strat_canopy",0
401,"for_strat_aerial",0
68.36,"for_strat_watbelowsurf",0
68.36,"for_strat_wataroundsurf",0
68.36,"for_strat_ground",100
68.36,"for_strat_understory",0
68.36,"for_strat_midhigh",0
68.36,"for_strat_canopy",0
68.36,"for_strat_aerial",0
60.48,"for_strat_watbelowsurf",0
60.48,"for_strat_wataroundsurf",0
60.48,"for_strat_ground",100
60.48,"for_strat_understory",0
60.48,"for_strat_midhigh",0
60.48,"for_strat_canopy",0
60.48,"for_strat_aerial",0
67.55,"for_strat_watbelowsurf",0
67.55,"for_strat_wataroundsurf",0
67.55,"for_strat_ground",100
67.55,"for_strat_understory",0
67.55,"for_strat_midhigh",0
67.55,"for_strat_canopy",0
67.55,"for_strat_aerial",0
70.65,"for_strat_watbelowsurf",0
70.65,"for_strat_wataroundsurf",0
70.65,"for_strat_ground",100
70.65,"for_strat_understory",0
70.65,"for_strat_midhigh",0
70.65,"for_strat_canopy",0
70.65,"for_strat_aerial",0
224.94,"for_strat_watbelowsurf",0
224.94,"for_strat_wataroundsurf",0
224.94,"for_strat_ground",80
224.94,"for_strat_understory",20
224.94,"for_strat_midhigh",0
224.94,"for_strat_canopy",0
224.94,"for_strat_aerial",0
344.46,"for_strat_watbelowsurf",0
344.46,"for_strat_wataroundsurf",0
344.46,"for_strat_ground",100
344.46,"for_strat_understory",0
344.46,"for_strat_midhigh",0
344.46,"for_strat_canopy",0
344.46,"for_strat_aerial",0
344.46,"for_strat_watbelowsurf",0
344.46,"for_strat_wataroundsurf",0
344.46,"for_strat_ground",100
344.46,"for_strat_understory",0
344.46,"for_strat_midhigh",0
344.46,"for_strat_canopy",0
344.46,"for_strat_aerial",0
237.31,"for_strat_watbelowsurf",0
237.31,"for_strat_wataroundsurf",0
237.31,"for_strat_ground",100
237.31,"for_strat_understory",0
237.31,"for_strat_midhigh",0
237.31,"for_strat_canopy",0
237.31,"for_strat_aerial",0
256.77,"for_strat_watbelowsurf",0
256.77,"for_strat_wataroundsurf",0
256.77,"for_strat_ground",100
256.77,"for_strat_understory",0
256.77,"for_strat_midhigh",0
256.77,"for_strat_canopy",0
256.77,"for_strat_aerial",0
268,"for_strat_watbelowsurf",0
268,"for_strat_wataroundsurf",0
268,"for_strat_ground",100
268,"for_strat_understory",0
268,"for_strat_midhigh",0
268,"for_strat_canopy",0
268,"for_strat_aerial",0
291.47,"for_strat_watbelowsurf",0
291.47,"for_strat_wataroundsurf",0
291.47,"for_strat_ground",100
291.47,"for_strat_understory",0
291.47,"for_strat_midhigh",0
291.47,"for_strat_canopy",0
291.47,"for_strat_aerial",0
400.11,"for_strat_watbelowsurf",0
400.11,"for_strat_wataroundsurf",0
400.11,"for_strat_ground",100
400.11,"for_strat_understory",0
400.11,"for_strat_midhigh",0
400.11,"for_strat_canopy",0
400.11,"for_strat_aerial",0
336,"for_strat_watbelowsurf",0
336,"for_strat_wataroundsurf",0
336,"for_strat_ground",100
336,"for_strat_understory",0
336,"for_strat_midhigh",0
336,"for_strat_canopy",0
336,"for_strat_aerial",0
272,"for_strat_watbelowsurf",0
272,"for_strat_wataroundsurf",0
272,"for_strat_ground",100
272,"for_strat_understory",0
272,"for_strat_midhigh",0
272,"for_strat_canopy",0
272,"for_strat_aerial",0
270,"for_strat_watbelowsurf",0
270,"for_strat_wataroundsurf",0
270,"for_strat_ground",100
270,"for_strat_understory",0
270,"for_strat_midhigh",0
270,"for_strat_canopy",0
270,"for_strat_aerial",0
253,"for_strat_watbelowsurf",0
253,"for_strat_wataroundsurf",0
253,"for_strat_ground",100
253,"for_strat_understory",0
253,"for_strat_midhigh",0
253,"for_strat_canopy",0
253,"for_strat_aerial",0
241,"for_strat_watbelowsurf",0
